set_id	term_name	observed_edges	lambda	p_value	log2_Anscombe_ratio	set_size	max_possible_edges
GO:0000002	mitochondrial genome maintenance	0	0.0274234693877551	1	-0.0509119250730923	8	28
GO:0000012	single strand break repair	8	0.033265306122449	3.61054136604873e-17	2.17925515550105	8	28
GO:0000017	alpha-glucoside transport	0	0.000153061224489796	1	-0.000294367488453351	2	1
GO:0000018	regulation of DNA recombination	0	0.0026530612244898	1	-0.00508544284456569	3	3
GO:0000019	regulation of mitotic recombination	0	0	1	0	1	0
GO:0000022	mitotic spindle elongation	0	0	1	0	1	0
GO:0000027	ribosomal large subunit assembly	0	0	1	0	1	0
GO:0000050	urea cycle	15	0.109897959183673	2.84190006639311e-27	2.4933807092142	10	45
GO:0000052	citrulline metabolic process	0	0	1	0	1	0
GO:0000055	ribosomal large subunit export from nucleus	0	0.000357142857142857	1	-0.000686670704346692	2	1
GO:0000056	ribosomal small subunit export from nucleus	0	0	1	0	1	0
GO:0000076	DNA replication checkpoint signaling	8	0.0597959183673469	3.84393380650882e-15	2.13383944408474	8	28
GO:0000098	sulfur amino acid catabolic process	1	0.00431122448979592	0.0042927176204628	0.928988824681866	2	1
GO:0000103	sulfate assimilation	1	0.00125	0.00124843945068664	0.93483406582616	2	1
GO:0000154	rRNA modification	0	0.000102040816326531	1	-0.000196258338972743	2	1
GO:0000183	rDNA heterochromatin formation	3	0.00459183673469388	1.60809824729153e-08	1.576183315029	5	10
GO:0000212	meiotic spindle organization	1	0.0142091836734694	0.0141087096706163	0.910406980783165	5	10
GO:0000255	allantoin metabolic process	1	0.00127551020408163	0.00127469708658116	0.934785159251651	3	3
GO:0000271	polysaccharide biosynthetic process	1	0.00181122448979592	0.0018095852121218	0.93375888639609	3	3
GO:0000272	polysaccharide catabolic process	1	0.000637755102040816	0.000637348629700446	0.936008819461022	2	1
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	9	0.0921173469387755	1.21148892364059e-15	2.16348088155711	11	55
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	11	0.0550255102040816	3.33539425894628e-22	2.36265024420164	9	36
GO:0000301	retrograde transport, vesicle recycling within Golgi	29	0.0474489795918367	4.4067781912005e-70	3.05983396403412	9	36
GO:0000303	response to superoxide	1	0.00244897959183673	0.00244299674267101	0.932539033701618	2	1
GO:0000320	re-entry into mitotic cell cycle	0	7.6530612244898e-05	1	-0.00014719875991176	2	1
GO:0000338	protein deneddylation	28	0.0823979591836735	1.33958584879269e-60	2.97751332671256	10	45
GO:0000379	tRNA-type intron splice site recognition and cleavage	3	0.00142857142857143	4.85214989550063e-10	1.58221973117929	3	3
GO:0000389	mRNA 3'-splice site recognition	0	0	1	0	1	0
GO:0000390	spliceosomal complex disassembly	0	0	1	0	1	0
GO:0000413	protein peptidyl-prolyl isomerization	0	0.00303571428571429	1	-0.00581597072705231	4	6
GO:0000425	pexophagy	1	0.00543367346938776	0.00541893776744688	0.926857381931733	6	15
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	1	2.55102040816327e-05	2.55095533277212e-05	0.937185489367191	2	1
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	1	0.000280612244897959	0.000280572876964168	0.936694976958487	3	3
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0	0.000918367346938775	1	-0.00176440574012327	2	1
GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0	0	1	0	1	0
GO:0000451	rRNA 2'-O-methylation	1	0.000739795918367347	0.000739522336823459	0.935812894282811	3	3
GO:0000454	snoRNA guided rRNA pseudouridine synthesis	1	0.00122448979591837	0.00122299225438239	0.934882975716706	2	1
GO:0000455	enzyme-directed rRNA pseudouridine synthesis	0	0	1	0	1	0
GO:0000460	maturation of 5.8S rRNA	4	0.0292857142857143	2.99393327977764e-08	1.71791794297271	7	21
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	10	0.0851275510204082	5.09729492127041e-18	2.24746684153588	6	15
GO:0000470	maturation of LSU-rRNA	0	0.00104591836734694	1	-0.0020091211207125	3	3
GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0	0	1	0	1	0
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0	0	1	0	1	0
GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0	0	1	0	1	0
GO:0000492	box C/D snoRNP assembly	6	0.00571428571428571	4.81185091703581e-17	2.03282236552232	6	15
GO:0000493	box H/ACA snoRNP assembly	0	0.000153061224489796	1	-0.000294367488453351	2	1
GO:0000494	box C/D sno(s)RNA 3'-end processing	0	0	1	0	1	0
GO:0000495	box H/ACA sno(s)RNA 3'-end processing	0	0	1	0	1	0
GO:0000512	lncRNA-mediated post-transcriptional gene silencing	0	0	1	0	1	0
GO:0000578	embryonic axis specification	2	0.0323469387755102	0.000512016103270299	1.27179877099813	4	6
GO:0000711	meiotic DNA repair synthesis	1	0.0014030612244898	0.00140207739410737	0.93454067610393	3	3
GO:0000722	telomere maintenance via recombination	6	0.0479081632653061	1.61175248139744e-11	1.95700451416389	8	28
GO:0000725	recombinational repair	0	0	1	0	1	0
GO:0000727	double-strand break repair via break-induced replication	1	0.00732142857142857	0.00729469220252753	0.923286825042058	4	6
GO:0000729	DNA double-strand break processing	1	0.00813775510204082	0.00810473320839668	0.921748257461893	5	10
GO:0000730	DNA recombinase assembly	0	0	1	0	1	0
GO:0000768	syncytium formation by plasma membrane fusion	0	0.00153061224489796	1	-0.00293828316833478	5	10
GO:0000819	sister chromatid segregation	0	0.000841836734693878	1	-0.00161753665268849	2	1
GO:0000821	regulation of arginine metabolic process	0	0.000255102040816327	1	-0.000490545765551631	2	1
GO:0000915	actomyosin contractile ring assembly	1	0.00461734693877551	0.00460670338036766	0.928406897238855	4	6
GO:0000957	mitochondrial RNA catabolic process	1	0.0144642857142857	0.014360180474081	0.909934337914438	5	10
GO:0000958	mitochondrial mRNA catabolic process	1	0.00535714285714286	0.00532859680284192	0.927002507678213	2	1
GO:0000961	negative regulation of mitochondrial RNA catabolic process	1	5.10204081632653e-05	5.10178052140197e-05	0.937136423114039	2	1
GO:0000962	positive regulation of mitochondrial RNA catabolic process	1	0.00535714285714286	0.00532859680284192	0.927002507678213	2	1
GO:0000963	mitochondrial RNA processing	1	0.000178571428571429	0.000178539546509552	0.93689114189829	2	1
GO:0000964	mitochondrial RNA 5'-end processing	0	0.00178571428571429	1	-0.00342683552053125	2	1
GO:0000965	mitochondrial RNA 3'-end processing	1	0.0075765306122449	0.00754790091861503	0.922805670061276	3	3
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	0	0.00252551020408163	1	-0.00484176905227984	2	1
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery	0	0	1	0	1	0
GO:0001059	transcription by RNA polymerase IV	0	0	1	0	1	0
GO:0001060	transcription by RNA polymerase V	0	0	1	0	1	0
GO:0001111	RNA polymerase II promoter clearance	1	0.000204081632653061	0.0002040399918384	0.936842095661967	2	1
GO:0001188	RNA polymerase I preinitiation complex assembly	7	0.0064030612244898	8.7066270269002e-20	2.13662736058287	6	15
GO:0001504	neurotransmitter uptake	1	0.00331632653061225	0.00331083359358541	0.930883337592619	6	15
GO:0001507	acetylcholine catabolic process in synaptic cleft	1	0.000612244897959184	0.000611870283499898	0.936057809071585	2	1
GO:0001510	RNA methylation	6	0.0366836734693878	3.27984494668073e-12	1.97640860069663	7	21
GO:0001514	selenocysteine incorporation	4	0.00721938775510204	1.12533612866004e-10	1.75840507608771	6	15
GO:0001522	pseudouridine synthesis	0	0	1	0	1	0
GO:0001542	ovulation from ovarian follicle	0	0.00163265306122449	1	-0.00313374381725984	2	1
GO:0001544	initiation of primordial ovarian follicle growth	0	0	1	0	1	0
GO:0001546	preantral ovarian follicle growth	0	0.000178571428571429	1	-0.000343417059780471	2	1
GO:0001547	antral ovarian follicle growth	0	0	1	0	1	0
GO:0001549	cumulus cell differentiation	1	0.000510204081632653	0.000509943906170321	0.936253800791427	2	1
GO:0001550	ovarian cumulus expansion	1	0.000994897959183673	0.000994403212256155	0.935323314027528	3	3
GO:0001553	luteinization	0	0.00956632653061225	1	-0.0181709235318602	4	6
GO:0001554	luteolysis	0	0.00122448979591837	1	-0.00235158324136442	2	1
GO:0001555	oocyte growth	0	0.000739795918367347	1	-0.0014216646752595	3	3
GO:0001560	regulation of cell growth by extracellular stimulus	0	5.10204081632653e-05	1	-9.81358440319546e-05	2	1
GO:0001561	fatty acid alpha-oxidation	0	0.00433673469387755	1	-0.00829424616434604	6	15
GO:0001562	response to protozoan	0	0.000178571428571429	1	-0.000343417059780471	2	1
GO:0001572	lactosylceramide biosynthetic process	0	0.00137755102040816	1	-0.00264499285307473	2	1
GO:0001573	ganglioside metabolic process	0	0.00303571428571429	1	-0.00581597072705231	4	6
GO:0001574	ganglioside biosynthetic process	2	0.00793367346938776	3.13056246787207e-05	1.31638053921736	9	36
GO:0001579	medium-chain fatty acid transport	1	7.6530612244898e-05	7.65247557584879e-05	0.937087360198159	2	1
GO:0001581	detection of chemical stimulus involved in sensory perception of sour taste	1	0.000153061224489796	0.000153037800336683	0.936940191469617	2	1
GO:0001582	detection of chemical stimulus involved in sensory perception of sweet taste	1	0.000637755102040816	0.000637348629700446	0.936008819461022	2	1
GO:0001660	fever generation	0	0	1	0	1	0
GO:0001661	conditioned taste aversion	0	0.000688775510204082	1	-0.00132370873805776	2	1
GO:0001667	ameboidal-type cell migration	0	0.00204081632653061	1	-0.00391505721121221	2	1
GO:0001682	tRNA 5'-leader removal	53	0.208494897959184	1.55691674716219e-106	3.25765015667507	12	66
GO:0001692	histamine metabolic process	0	0.000535714285714286	1	-0.00102976108914732	4	6
GO:0001694	histamine biosynthetic process	0	0	1	0	1	0
GO:0001696	gastric acid secretion	0	0.00181122448979592	1	-0.00347567256198011	4	6
GO:0001706	endoderm formation	0	0.0122448979591837	1	-0.0231778178458698	7	21
GO:0001714	endodermal cell fate specification	4	0.0244642857142857	1.4636007588325e-08	1.72657229385909	6	15
GO:0001731	formation of translation preinitiation complex	1	0.000688775510204082	0.000688538358803504	0.935910850220013	4	6
GO:0001738	morphogenesis of a polarized epithelium	0	0.00997448979591837	1	-0.0189361268342146	3	3
GO:0001754	eye photoreceptor cell differentiation	0	0.000204081632653061	1	-0.000392463296103651	2	1
GO:0001757	somite specification	0	0	1	0	1	0
GO:0001759	organ induction	1	0.0129591836734694	0.0128755750091055	0.912727417939339	6	15
GO:0001762	beta-alanine transport	0	0.000229591836734694	1	-0.000441506197876307	2	1
GO:0001763	morphogenesis of a branching structure	0	0.0051530612244898	1	-0.00984490648567593	4	6
GO:0001765	membrane raft assembly	1	0.00285714285714286	0.00284900284900285	0.9317594091778	2	1
GO:0001766	membrane raft polarization	0	0	1	0	1	0
GO:0001768	establishment of T cell polarity	0	0.0129591836734694	1	-0.0245071410187315	6	15
GO:0001771	immunological synapse formation	0	0.0550510204081633	1	-0.0988086164326205	9	36
GO:0001773	myeloid dendritic cell activation	0	0.00433673469387755	1	-0.00829424616434604	2	1
GO:0001775	cell activation	0	0.00364795918367347	1	-0.00698327868124393	4	6
GO:0001776	leukocyte homeostasis	0	0.00076530612244898	1	-0.00147063765606126	2	1
GO:0001780	neutrophil homeostasis	0	0.0205102040816327	1	-0.0384121604019961	8	28
GO:0001781	neutrophil apoptotic process	0	0	1	0	1	0
GO:0001783	B cell apoptotic process	1	0.0232908163265306	0.0230216787907508	0.893768749340252	7	21
GO:0001787	natural killer cell proliferation	0	0.00112244897959184	1	-0.00215591050981212	3	3
GO:0001788	antibody-dependent cellular cytotoxicity	2	0.00198979591836735	1.97701979859882e-06	1.3276650670567	4	6
GO:0001798	positive regulation of type IIa hypersensitivity	0	0	1	0	1	0
GO:0001805	positive regulation of type III hypersensitivity	0	0	1	0	1	0
GO:0001808	negative regulation of type IV hypersensitivity	0	0.000892857142857143	1	-0.00171545270013673	2	1
GO:0001816	cytokine production	2	0.00686224489795918	2.3437763904311e-05	1.31840166101048	7	21
GO:0001821	histamine secretion	0	0	1	0	1	0
GO:0001823	mesonephros development	1	0.0350255102040816	0.0344192162194735	0.872823021043295	9	36
GO:0001826	inner cell mass cell differentiation	0	0.000204081632653061	1	-0.000392463296103651	3	3
GO:0001827	inner cell mass cell fate commitment	1	0.00548469387755102	0.00546968036739285	0.926760647652328	3	3
GO:0001828	inner cell mass cellular morphogenesis	1	0.00602040816326531	0.00600232176581589	0.925745720150514	3	3
GO:0001831	trophectodermal cellular morphogenesis	0	0	1	0	1	0
GO:0001832	blastocyst growth	0	0.00160714285714286	1	-0.00308488362010329	3	3
GO:0001834	trophectodermal cell proliferation	0	0.00183673469387755	1	-0.00352450629726231	2	1
GO:0001838	embryonic epithelial tube formation	0	0.00678571428571429	1	-0.0129362625835029	2	1
GO:0001839	neural plate morphogenesis	0	0.00165816326530612	1	-0.00318260070511378	2	1
GO:0001840	neural plate development	0	0	1	0	1	0
GO:0001841	neural tube formation	1	0.0311479591836735	0.0306678591270402	0.87967715919723	5	10
GO:0001842	neural fold formation	0	0.00112244897959184	1	-0.00215591050981212	2	1
GO:0001845	phagolysosome assembly	0	0.00354591836734694	1	-0.00678885848723787	3	3
GO:0001865	NK T cell differentiation	0	0.00127551020408163	1	-0.00244939970641966	2	1
GO:0001866	NK T cell proliferation	0	0.000204081632653061	1	-0.000392463296103651	2	1
GO:0001867	complement activation, lectin pathway	24	0.0561734693877551	1.48807661284695e-54	2.91049499927173	9	36
GO:0001869	negative regulation of complement activation, lectin pathway	0	0	1	0	1	0
GO:0001878	response to yeast	6	0.175178571428571	3.45498119046383e-08	1.76722674338224	11	55
GO:0001879	detection of yeast	0	0.000612244897959184	1	-0.00117674988648608	2	1
GO:0001880	Mullerian duct regression	1	0.00160714285714286	0.00160585209435657	0.934149675337967	3	3
GO:0001881	receptor recycling	0	0.00306122448979592	1	-0.00586464629105354	7	21
GO:0001885	endothelial cell development	0	0	1	0	1	0
GO:0001886	endothelial cell morphogenesis	0	0.0281377551020408	1	-0.0521911533881071	9	36
GO:0001887	selenium compound metabolic process	0	0	1	0	1	0
GO:0001893	maternal placenta development	0	0.00581632653061225	1	-0.0111023681203349	6	15
GO:0001895	retina homeostasis	3	0.0828061224489796	8.89447883386339e-05	1.44103942010645	12	66
GO:0001906	cell killing	0	0.000229591836734694	1	-0.000441506197876307	2	1
GO:0001913	T cell mediated cytotoxicity	0	0.013265306122449	1	-0.0250761018899094	7	21
GO:0001914	regulation of T cell mediated cytotoxicity	0	0	1	0	1	0
GO:0001915	negative regulation of T cell mediated cytotoxicity	5	0.0258928571428571	9.49184385675227e-11	1.87248806845296	6	15
GO:0001919	regulation of receptor recycling	0	0.00918367346938776	1	-0.0174528074741007	3	3
GO:0001920	negative regulation of receptor recycling	1	0.00181122448979592	0.00180958521256875	0.93375888639609	4	6
GO:0001921	positive regulation of receptor recycling	0	0.0588010204081633	1	-0.105071425492058	8	28
GO:0001922	B-1 B cell homeostasis	0	0.000255102040816327	1	-0.000490545765551631	2	1
GO:0001923	B-1 B cell differentiation	0	0	1	0	1	0
GO:0001936	regulation of endothelial cell proliferation	1	0.0200510204081633	0.0198513355538906	0.899660362856052	4	6
GO:0001941	postsynaptic membrane organization	0	0.000994897959183673	1	-0.00191124493054273	2	1
GO:0001945	lymph vessel development	0	0.00206632653061225	1	-0.00396386121112546	4	6
GO:0001946	lymphangiogenesis	1	0.00232142857142857	0.00231873613995455	0.932782839267343	8	28
GO:0001949	sebaceous gland cell differentiation	0	5.10204081632653e-05	1	-9.81358440319546e-05	2	1
GO:0001951	intestinal D-glucose absorption	0	0	1	0	1	0
GO:0001952	regulation of cell-matrix adhesion	0	0.00982142857142857	1	-0.0186492707114878	8	28
GO:0001955	blood vessel maturation	0	0.0199234693877551	1	-0.0373412553823127	6	15
GO:0001956	positive regulation of neurotransmitter secretion	0	0.0133673469387755	1	-0.0252656558314665	6	15
GO:0001957	intramembranous ossification	0	0.0389795918367347	1	-0.071334526297592	6	15
GO:0001959	regulation of cytokine-mediated signaling pathway	0	0.00038265306122449	1	-0.000735693608334143	2	1
GO:0001961	positive regulation of cytokine-mediated signaling pathway	2	0.0367602040816327	0.000659324161580276	1.26402560281375	7	21
GO:0001963	synaptic transmission, dopaminergic	3	0.0872448979591837	0.000103684458998991	1.4340791005599	10	45
GO:0001966	thigmotaxis	0	0.000408163265306122	1	-0.000784713180942753	2	1
GO:0001967	suckling behavior	0	0.0330867346938776	1	-0.0609926096838936	8	28
GO:0001970	positive regulation of activation of membrane attack complex	0	0	1	0	1	0
GO:0001971	negative regulation of activation of membrane attack complex	0	0.000306122448979592	1	-0.000588614900424389	2	1
GO:0001973	G protein-coupled adenosine receptor signaling pathway	3	0.0103316326530612	1.82385899592382e-07	1.56535748621905	8	28
GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure	0	0.00224489795918367	1	-0.00430539678807718	2	1
GO:0001992	regulation of systemic arterial blood pressure by vasopressin	3	0.00395408163265306	1.02730131381275e-08	1.57739627566531	5	10
GO:0001994	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	0	0.000306122448979592	1	-0.000588614900424389	2	1
GO:0001996	positive regulation of heart rate by epinephrine-norepinephrine	0	0.000357142857142857	1	-0.000686670704346692	2	1
GO:0001997	positive regulation of the force of heart contraction by epinephrine-norepinephrine	0	0.000357142857142857	1	-0.000686670704346692	2	1
GO:0002001	renin secretion into blood stream	0	0.00339285714285714	1	-0.00649712990934237	2	1
GO:0002002	regulation of angiotensin levels in blood	0	0	1	0	1	0
GO:0002003	angiotensin maturation	4	0.0360459183673469	6.83434726260559e-08	1.7059557719791	6	15
GO:0002011	morphogenesis of an epithelial sheet	2	0.0394387755102041	0.000757559853442998	1.25934830914549	7	21
GO:0002017	regulation of blood volume by renal aldosterone	1	0.0014030612244898	0.00140109540185964	0.93454067610393	2	1
GO:0002018	renin-angiotensin regulation of aldosterone production	1	0.00160714285714286	0.00160456409342129	0.934149675337967	2	1
GO:0002019	regulation of renal output by angiotensin	0	0	1	0	1	0
GO:0002023	reduction of food intake in response to dietary excess	1	0.00785714285714286	0.00782635619470595	0.922276770005927	6	15
GO:0002024	diet induced thermogenesis	5	0.0359183673469388	4.83512795819681e-10	1.85467051582314	13	78
GO:0002025	norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure	3	0.00334183673469388	6.1994490379567e-09	1.57856263989508	3	3
GO:0002029	desensitization of G protein-coupled receptor signaling pathway	1	0.00543367346938776	0.00541893776744688	0.926857381931733	4	6
GO:0002031	G protein-coupled receptor internalization	1	0.00668367346938776	0.00666138740243842	0.92449111848757	5	10
GO:0002034	maintenance of blood vessel diameter homeostasis by renin-angiotensin	0	0.000892857142857143	1	-0.00171545270013673	2	1
GO:0002037	negative regulation of L-glutamate import across plasma membrane	0	0	1	0	1	0
GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	2	0.0120408163265306	7.19113503696009e-05	1.30868494551964	6	15
GO:0002051	osteoblast fate commitment	1	0.00142857142857143	0.0014265335235378	0.934491789416206	2	1
GO:0002064	epithelial cell development	0	0.00377551020408163	1	-0.00722623025824154	6	15
GO:0002067	glandular epithelial cell differentiation	0	0.00275510204081633	1	-0.00528032262974254	4	6
GO:0002068	glandular epithelial cell development	3	0.0222448979591837	1.80425704746852e-06	1.54339345335306	4	6
GO:0002070	epithelial cell maturation	0	0.00895408163265306	1	-0.017021594437182	4	6
GO:0002071	glandular epithelial cell maturation	0	0.0241581632653061	1	-0.0450349603130431	4	6
GO:0002072	optic cup morphogenesis involved in camera-type eye development	0	0	1	0	1	0
GO:0002074	extraocular skeletal muscle development	0	7.6530612244898e-05	1	-0.00014719875991176	3	3
GO:0002082	regulation of oxidative phosphorylation	1	0.00443877551020408	0.00442893870602632	0.928746297859676	7	21
GO:0002084	protein depalmitoylation	0	0.00290816326530612	1	-0.00557254362642456	3	3
GO:0002085	inhibition of neuroepithelial cell differentiation	0	0.00471938775510204	1	-0.00902153325715471	3	3
GO:0002086	diaphragm contraction	0	0.00142857142857143	1	-0.00274276954186492	2	1
GO:0002087	regulation of respiratory gaseous exchange by nervous system process	0	0.0321938775510204	1	-0.0594126370120924	9	36
GO:0002089	lens morphogenesis in camera-type eye	1	0.00642857142857143	0.0064079523706206	0.924973399391036	8	28
GO:0002090	regulation of receptor internalization	0	0.00778061224489796	1	-0.0148135819372809	4	6
GO:0002093	auditory receptor cell morphogenesis	0	0.000994897959183673	1	-0.00191124493054273	2	1
GO:0002098	tRNA wobble uridine modification	18	0.0289030612244898	3.0113193738833e-44	2.75379567965066	13	78
GO:0002101	tRNA wobble cytosine modification	0	0	1	0	1	0
GO:0002115	store-operated calcium entry	11	0.015765306122449	3.69228204216325e-28	2.43171017548018	7	21
GO:0002118	aggressive behavior	0	0.000663265306122449	1	-0.00127472578075483	3	3
GO:0002121	inter-male aggressive behavior	0	0.000535714285714286	1	-0.00102976108914732	2	1
GO:0002125	maternal aggressive behavior	3	0.00395408163265306	1.02628600634543e-08	1.57739627566531	3	3
GO:0002128	tRNA nucleoside ribose methylation	1	5.10204081632653e-05	5.10178052140197e-05	0.937136423114039	2	1
GO:0002130	wobble position ribose methylation	1	5.10204081632653e-05	5.10178052140197e-05	0.937136423114039	2	1
GO:0002138	retinoic acid biosynthetic process	0	0.000918367346938775	1	-0.00176440574012327	2	1
GO:0002143	tRNA wobble position uridine thiolation	2	0.00160714285714286	1.29007121440045e-06	1.32839762274111	4	6
GO:0002154	thyroid hormone receptor signaling pathway	1	7.6530612244898e-05	7.65247557584879e-05	0.937087360198159	2	1
GO:0002155	regulation of thyroid hormone receptor signaling pathway	0	0.000510204081632653	1	-0.000980758166643114	3	3
GO:0002157	positive regulation of thyroid hormone receptor signaling pathway	1	7.6530612244898e-05	7.65247557584879e-05	0.937087360198159	2	1
GO:0002158	osteoclast proliferation	1	0.0158673469387755	0.0157421237839292	0.907340323309258	5	10
GO:0002159	desmosome assembly	5	0.0199744897959184	2.6059731762688e-11	1.88321668629341	5	10
GO:0002160	desmosome maintenance	1	0.00076530612244898	0.000764720876879939	0.935763921302009	2	1
GO:0002175	protein localization to paranode region of axon	0	0.000204081632653061	1	-0.000392463296103651	2	1
GO:0002176	male germ cell proliferation	0	0	1	0	1	0
GO:0002182	cytoplasmic translational elongation	0	0	1	0	1	0
GO:0002183	cytoplasmic translational initiation	10	0.00918367346938776	1.16620687027843e-27	2.37758565783878	6	15
GO:0002191	cap-dependent translational initiation	1	0.000127551020408163	0.000127534753220253	0.936989244376402	2	1
GO:0002208	somatic diversification of immunoglobulins involved in immune response	3	0.000408163265306122	1.1328521506311e-11	1.58417778754021	3	3
GO:0002215	defense response to nematode	0	0.000612244897959184	1	-0.00117674988648608	3	3
GO:0002225	positive regulation of antimicrobial peptide production	0	0	1	0	1	0
GO:0002228	natural killer cell mediated immunity	1	0.0026530612244898	0.0026460411154081	0.932149116113505	2	1
GO:0002232	leukocyte chemotaxis involved in inflammatory response	0	0.00247448979591837	1	-0.00474427648280518	5	10
GO:0002237	response to molecule of bacterial origin	0	0.0014030612244898	1	-0.0026938828541403	3	3
GO:0002246	wound healing involved in inflammatory response	0	0	1	0	1	0
GO:0002248	connective tissue replacement involved in inflammatory response wound healing	0	0.00196428571428571	1	-0.00376862539683553	2	1
GO:0002253	activation of immune response	0	0	1	0	1	0
GO:0002260	lymphocyte homeostasis	1	0.00604591836734694	0.00602767858016198	0.925697425870012	7	21
GO:0002262	myeloid cell homeostasis	3	0.0833673469387755	9.07275253189141e-05	1.4401556618264	9	36
GO:0002265	astrocyte activation involved in immune response	0	0.000688775510204082	1	-0.00132370873805776	2	1
GO:0002268	follicular dendritic cell differentiation	1	0.00038265306122449	0.000382506693867143	0.936498865349736	2	1
GO:0002269	leukocyte activation involved in inflammatory response	0	0.000204081632653061	1	-0.000392463296103651	2	1
GO:0002273	plasmacytoid dendritic cell differentiation	0	0	1	0	1	0
GO:0002276	basophil activation involved in immune response	0	0	1	0	1	0
GO:0002277	myeloid dendritic cell activation involved in immune response	0	0.00334183673469388	1	-0.00639986082607147	3	3
GO:0002281	macrophage activation involved in immune response	0	0.00739795918367347	1	-0.0140921141120665	6	15
GO:0002282	microglial cell activation involved in immune response	0	0.00403061224489796	1	-0.0077118880699244	4	6
GO:0002283	neutrophil activation involved in immune response	0	0	1	0	1	0
GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	1	0.00426020408163265	0.00425114228515871	0.929085858246775	4	6
GO:0002292	T cell differentiation involved in immune response	1	5.10204081632653e-05	5.10178052140197e-05	0.937136423114039	2	1
GO:0002296	T-helper 1 cell lineage commitment	0	0.00107142857142857	1	-0.00205805423611594	2	1
GO:0002305	CD8-positive, gamma-delta intraepithelial T cell differentiation	0	0.00076530612244898	1	-0.00147063765606126	2	1
GO:0002309	T cell proliferation involved in immune response	0	0.000178571428571429	1	-0.000343417059780471	3	3
GO:0002313	mature B cell differentiation involved in immune response	0	0.000102040816326531	1	-0.000196258338972743	2	1
GO:0002314	germinal center B cell differentiation	0	0.00655612244897959	1	-0.0125023403243866	7	21
GO:0002315	marginal zone B cell differentiation	5	0.018469387755102	1.76359324508747e-11	1.88597072618103	7	21
GO:0002316	follicular B cell differentiation	0	0.000204081632653061	1	-0.000392463296103651	2	1
GO:0002317	plasma cell differentiation	0	0.00038265306122449	1	-0.000735693608334143	3	3
GO:0002318	myeloid progenitor cell differentiation	0	0.000918367346938775	1	-0.00176440574012327	3	3
GO:0002320	lymphoid progenitor cell differentiation	1	0.0122704081632653	0.0121954336741889	0.914009223077834	4	6
GO:0002322	B cell proliferation involved in immune response	0	0	1	0	1	0
GO:0002326	B cell lineage commitment	0	0.00038265306122449	1	-0.000735693608334143	2	1
GO:0002327	immature B cell differentiation	0	0.00267857142857143	1	-0.00513416772691355	2	1
GO:0002328	pro-B cell differentiation	0	0.00176020408163265	1	-0.00337799517246806	3	3
GO:0002331	pre-B cell allelic exclusion	1	2.55102040816327e-05	2.55095533277212e-05	0.937185489367191	2	1
GO:0002333	transitional one stage B cell differentiation	0	0	1	0	1	0
GO:0002337	B-1a B cell differentiation	0	0	1	0	1	0
GO:0002344	B cell affinity maturation	0	0	1	0	1	0
GO:0002352	B cell negative selection	1	0.00244897959183673	0.00244299674267101	0.932539033701618	2	1
GO:0002353	plasma kallikrein-kinin cascade	0	0.000918367346938775	1	-0.00176440574012327	2	1
GO:0002355	detection of tumor cell	0	0	1	0	1	0
GO:0002357	defense response to tumor cell	0	0.0322959183673469	1	-0.0595933805661436	8	28
GO:0002358	B cell homeostatic proliferation	0	0.000306122448979592	1	-0.000588614900424389	2	1
GO:0002360	T cell lineage commitment	0	0.000306122448979592	1	-0.000588614900424389	2	1
GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	0	0.00155612244897959	1	-0.00298715329608912	3	3
GO:0002366	leukocyte activation involved in immune response	0	0	1	0	1	0
GO:0002384	hepatic immune response	0	0	1	0	1	0
GO:0002385	mucosal immune response	1	0.00311224489795918	0.00310740688413613	0.931272571391592	6	15
