set1	size1	set2	size2	observed_edges	lambda	p_value	log2_Anscombe_ratio	term_name_1	term_name_2
GO:0019992	8	GO:0048790	7	7	0.0346938775510204	1.16455122160683e-14	2.08501240542355	diacylglycerol binding	maintenance of presynaptic active zone structure
GO:0004022	9	GO:0071626	2	7	0.0346938775510204	1.16455122160682e-14	2.08501240542355	alcohol dehydrogenase (NAD+) activity	mastication
GO:0004022	9	GO:1903350	2	7	0.0346938775510204	1.16455122160682e-14	2.08501240542355	alcohol dehydrogenase (NAD+) activity	response to dopamine
GO:0005244	9	GO:0005757	6	8	0.0905867346938776	1.03763337434877e-13	2.08448366559413	voltage-gated monoatomic ion channel activity	mitochondrial permeability transition pore complex
GO:0006760	3	GO:0035999	5	7	0.0350765306122449	1.25707093011999e-14	2.08433898307455	folic acid-containing compound metabolic process	tetrahydrofolate interconversion
GO:0031891	2	GO:0043950	10	8	0.0906887755102041	1.04692613665222e-13	2.08432558801273	type 1 vasoactive intestinal polypeptide receptor binding	positive regulation of cAMP-mediated signaling
GO:0031892	2	GO:0043950	10	8	0.0906887755102041	1.04692613665222e-13	2.08432558801273	type 2 vasoactive intestinal polypeptide receptor binding	positive regulation of cAMP-mediated signaling
GO:0034464	8	GO:0042670	2	7	0.0351275510204082	1.26986952055958e-14	2.08424924090966	BBSome	retinal cone cell differentiation
GO:0045252	8	GO:1901289	2	7	0.0351275510204082	1.26986952055958e-14	2.08424924090966	oxoglutarate dehydrogenase complex	succinyl-CoA catabolic process
GO:0042709	2	GO:0045252	8	7	0.0351275510204082	1.26986952055958e-14	2.08424924090966	succinate-CoA ligase complex	oxoglutarate dehydrogenase complex
GO:0005024	5	GO:0010936	9	7	0.0352040816326531	1.28927646340651e-14	2.08411464859274	transforming growth factor beta receptor activity	negative regulation of macrophage cytokine production
GO:0005848	2	GO:0005849	6	7	0.0353571428571429	1.32885295246292e-14	2.08384553927403	mRNA cleavage stimulating factor complex	mRNA cleavage factor complex
GO:0042813	11	GO:0048103	4	8	0.0911989795918367	1.09448751557811e-13	2.08353571931027	Wnt receptor activity	somatic stem cell division
GO:0032232	3	GO:0099572	9	7	0.0357142857142857	1.42526268057874e-14	2.08321800768122	negative regulation of actin filament bundle assembly	postsynaptic specialization
GO:0034372	4	GO:0045833	2	7	0.0357142857142857	1.42523745405028e-14	2.08321800768122	very-low-density lipoprotein particle remodeling	negative regulation of lipid metabolic process
GO:0016557	3	GO:0016560	3	7	0.0358163265306122	1.45388358690509e-14	2.08303881316522	peroxisome membrane biogenesis	protein import into peroxisome matrix, docking
GO:0016557	3	GO:0016561	3	7	0.0358163265306122	1.45388358690509e-14	2.08303881316522	peroxisome membrane biogenesis	protein import into peroxisome matrix, translocation
GO:0016557	3	GO:0044721	3	7	0.0358163265306122	1.45388358690509e-14	2.08303881316522	peroxisome membrane biogenesis	protein import into peroxisome matrix, substrate release
GO:0045916	3	GO:1905370	11	7	0.0358673469387755	1.46837767592872e-14	2.08294923259752	negative regulation of complement activation	serine-type endopeptidase complex
GO:0048771	9	GO:0051045	4	7	0.0361224489795918	1.54271751327338e-14	2.08250149655159	tissue remodeling	negative regulation of membrane protein ectodomain proteolysis
GO:0003272	9	GO:0038098	3	7	0.0362244897959184	1.57334255789401e-14	2.08232247991822	endocardial cushion formation	sequestering of BMP from receptor via BMP binding
GO:0003272	9	GO:0090027	4	7	0.0362244897959184	1.57334255789401e-14	2.08232247991822	endocardial cushion formation	negative regulation of monocyte chemotaxis
GO:0005471	5	GO:0046930	10	8	0.0920408163265306	1.17709096086585e-13	2.08223432387352	ATP:ADP antiporter activity	pore complex
GO:0003073	7	GO:1990408	6	7	0.0363775510204082	1.62025519686987e-14	2.08205403824033	regulation of systemic arterial blood pressure	calcitonin gene-related peptide receptor signaling pathway
GO:0004022	9	GO:0031394	3	7	0.0364285714285714	1.63615641045443e-14	2.08196457987593	alcohol dehydrogenase (NAD+) activity	positive regulation of prostaglandin biosynthetic process
GO:0034382	4	GO:0055090	3	7	0.0364795918367347	1.65219099250333e-14	2.08187513260438	chylomicron remnant clearance	acylglycerol homeostasis
GO:0052650	7	GO:1904768	2	7	0.0364795918367347	1.65219099250333e-14	2.08187513260438	all-trans-retinol dehydrogenase (NADP+) activity	all-trans-retinol binding
GO:0030906	4	GO:0034452	9	8	0.0923724489795918	1.21109469270697e-13	2.08172229689165	retromer, cargo-selective complex	dynactin binding
GO:0098842	5	GO:1990460	3	7	0.036734693877551	1.73439711010518e-14	2.08142806254332	postsynaptic early endosome	leptin receptor binding
GO:0032741	4	GO:0072558	4	7	0.0369897959183673	1.82007892632908e-14	2.08098126939156	positive regulation of interleukin-18 production	NLRP1 inflammasome complex
GO:0000172	8	GO:0008207	1	7	0.0371173469387755	1.86422535765362e-14	2.08075797654952	ribonuclease MRP complex	C21-steroid hormone metabolic process
GO:0002031	5	GO:0141163	7	7	0.0371938775510204	1.89120828145629e-14	2.08062403401447	G protein-coupled receptor internalization	positive regulation of cAMP/PKA signal transduction
GO:0034464	8	GO:0120229	3	7	0.0371938775510204	1.89120828145629e-14	2.08062403401447	BBSome	protein localization to motile cilium
GO:0039536	5	GO:1904153	9	8	0.0932397959183673	1.30411073564469e-13	2.0803848651804	negative regulation of RIG-I signaling pathway	negative regulation of retrograde protein transport, ER to cytosol
GO:0034703	9	GO:0045762	3	7	0.0373469387755102	1.94610422669328e-14	2.08035622353416	cation channel complex	positive regulation of adenylate cyclase activity
GO:1904751	2	GO:1990454	9	7	0.0375	2.0023581876075e-14	2.08008851244538	positive regulation of protein localization to nucleolus	L-type voltage-gated calcium channel complex
GO:0005980	9	GO:0008466	2	7	0.0376530612244898	2.05999797340032e-14	2.07982090067438	glycogen catabolic process	glycogenin glucosyltransferase activity
GO:0008046	10	GO:0048846	10	9	0.149617346938776	9.04970369536553e-14	2.07974063649904	axon guidance receptor activity	axon extension involved in axon guidance
GO:0004526	10	GO:0047035	6	10	0.205612244897959	3.08753626951145e-14	2.07969626402146	ribonuclease P activity	testosterone dehydrogenase (NAD+) activity
GO:0070578	4	GO:0070878	5	7	0.0377295918367347	2.08934636435902e-14	2.07968713201003	RISC-loading complex	primary miRNA binding
GO:0004993	9	GO:0008504	8	7	0.0378061224489796	2.11905184495064e-14	2.07955338814751	G protein-coupled serotonin receptor activity	monoamine transmembrane transporter activity
GO:0005344	10	GO:0030492	4	7	0.0378826530612245	2.14911801925054e-14	2.07941966907762	oxygen carrier activity	hemoglobin binding
GO:0006287	9	GO:0160002	2	7	0.0380357142857143	2.21034701000323e-14	2.07915230527899	base-excision repair, gap-filling	ADP-D-ribose modification-dependent protein binding
GO:0005313	10	GO:0070083	4	7	0.0381632653061225	2.26250561821235e-14	2.07892957778766	L-glutamate transmembrane transporter activity	clathrin-sculpted monoamine transport vesicle membrane
GO:0030892	5	GO:1990414	5	8	0.0942857142857143	1.42451746355173e-13	2.07877537098389	mitotic cohesin complex	replication-born double-strand break repair via sister chromatid exchange
GO:0061337	6	GO:0099508	10	8	0.0946938775510204	1.47407105053591e-13	2.07814824856191	cardiac conduction	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential
GO:0035646	9	GO:0098574	11	9	0.150918367346939	9.77164943545526e-14	2.0779539512631	endosome to melanosome transport	cytoplasmic side of lysosomal membrane
GO:0034475	8	GO:0070478	2	7	0.0387244897959184	2.50471177304895e-14	2.07795039299796	U4 snRNA 3'-end processing	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay
GO:0034475	8	GO:0055087	2	7	0.0387244897959184	2.50471177304895e-14	2.07795039299796	U4 snRNA 3'-end processing	Ski complex
GO:0071920	2	GO:0180010	8	7	0.0387755102040816	2.52779059776288e-14	2.07786144207357	cleavage body	co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway
GO:0005513	10	GO:0015279	9	9	0.151020408163265	9.83037129804295e-14	2.07781400606517	detection of calcium ion	store-operated calcium channel activity
GO:0034475	8	GO:0035928	2	8	0.0950510204081633	1.51865720973484e-13	2.07759996332534	U4 snRNA 3'-end processing	rRNA import into mitochondrion
GO:0034475	8	GO:2000627	4	8	0.0950510204081633	1.51865720973484e-13	2.07759996332534	U4 snRNA 3'-end processing	positive regulation of miRNA catabolic process
GO:0001780	8	GO:0046655	9	8	0.095280612244898	1.54793693803575e-13	2.07724771418326	neutrophil homeostasis	folic acid metabolic process
GO:0061702	7	GO:1904270	1	7	0.0391836734693878	2.70575363840327e-14	2.07715022927704	canonical inflammasome complex	pyroptosome complex assembly
GO:0034705	5	GO:0099508	10	7	0.0391836734693878	2.7190642348811e-14	2.07715022927704	potassium channel complex	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential
GO:0042813	12	GO:0061037	5	10	0.208163265306122	3.48463793650079e-14	2.07653384106751	Wnt receptor activity	negative regulation of cartilage development
GO:0006625	6	GO:0045046	3	7	0.0395408163265306	2.89645777818809e-14	2.07652849278062	protein targeting to peroxisome	protein import into peroxisome membrane
GO:0010916	3	GO:0034372	4	7	0.0395408163265306	2.89645777818808e-14	2.07652849278062	negative regulation of very-low-density lipoprotein particle clearance	very-low-density lipoprotein particle remodeling
GO:0002125	3	GO:0004022	9	7	0.0398979591836735	3.08366303022583e-14	2.07590729170352	maternal aggressive behavior	alcohol dehydrogenase (NAD+) activity
GO:0004022	9	GO:0007621	4	7	0.0398979591836735	3.08366303022583e-14	2.07590729170352	alcohol dehydrogenase (NAD+) activity	negative regulation of female receptivity
GO:0031084	3	GO:0035646	9	7	0.0398979591836735	3.08366303022583e-14	2.07590729170352	BLOC-2 complex	endosome to melanosome transport
GO:0004022	9	GO:0031894	3	7	0.0398979591836735	3.08366303022583e-14	2.07590729170352	alcohol dehydrogenase (NAD+) activity	V1A vasopressin receptor binding
GO:0048743	5	GO:0071837	10	7	0.0398979591836735	3.08366303022583e-14	2.07590729170352	positive regulation of skeletal muscle fiber development	HMG box domain binding
GO:0008331	11	GO:0034703	9	9	0.1525	1.07176665922789e-13	2.07578784578171	high voltage-gated calcium channel activity	cation channel complex
GO:0016176	6	GO:0106294	4	7	0.0401785714285714	3.23792663721697e-14	2.07541958015571	superoxide-generating NADPH oxidase activator activity	NADPH oxidase H202-forming activity
GO:0045295	8	GO:0071603	2	7	0.0404081632653061	3.36900876434999e-14	2.07502078855588	gamma-catenin binding	endothelial cell-cell adhesion
GO:0044341	7	GO:0070083	4	7	0.0404081632653061	3.36900876434999e-14	2.07502078855588	sodium-dependent phosphate transport	clathrin-sculpted monoamine transport vesicle membrane
GO:0005436	7	GO:0070083	4	7	0.0404081632653061	3.36900876434999e-14	2.07502078855588	sodium:phosphate symporter activity	clathrin-sculpted monoamine transport vesicle membrane
GO:0046638	5	GO:0097108	3	7	0.0405612244897959	3.45889707130294e-14	2.07475504991945	positive regulation of alpha-beta T cell differentiation	hedgehog family protein binding
GO:0099094	1	GO:2000311	13	7	0.0405612244897959	3.45889707130294e-14	2.07475504991945	ligand-gated monoatomic cation channel activity	regulation of AMPA receptor activity
GO:0000254	3	GO:0033489	4	7	0.0406377551020408	3.50460545982548e-14	2.07462221730321	C-4 methylsterol oxidase activity	cholesterol biosynthetic process via desmosterol
GO:0000254	3	GO:0033490	4	7	0.0406377551020408	3.50460545982548e-14	2.07462221730321	C-4 methylsterol oxidase activity	cholesterol biosynthetic process via lathosterol
GO:0001851	8	GO:0008228	7	7	0.0407142857142857	3.55082971797882e-14	2.07448940914294	complement component C3b binding	opsonization
GO:0015966	2	GO:0106074	8	8	0.0972704081632653	1.82303725659868e-13	2.07420207219023	diadenosine tetraphosphate biosynthetic process	aminoacyl-tRNA metabolism involved in translational fidelity
GO:0002161	8	GO:0015966	2	8	0.0972704081632653	1.82303725659868e-13	2.07420207219023	aminoacyl-tRNA editing activity	diadenosine tetraphosphate biosynthetic process
GO:0005652	8	GO:0034993	8	8	0.0973469387755102	1.83441890988454e-13	2.07408518852791	nuclear lamina	meiotic nuclear membrane microtubule tethering complex
GO:0004439	7	GO:0032958	10	8	0.0974234693877551	1.84586249488185e-13	2.07396832380178	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	inositol phosphate biosynthetic process
GO:0008331	10	GO:0060402	7	8	0.0975765306122449	1.86893661012611e-13	2.07373465113357	high voltage-gated calcium channel activity	calcium ion transport into cytosol
GO:0061702	7	GO:0097169	1	7	0.0412244897959184	3.85259113566608e-14	2.07360464572963	canonical inflammasome complex	AIM2 inflammasome complex
GO:0048263	5	GO:0060687	3	7	0.0413265306122449	3.93978220134728e-14	2.07342782319646	determination of dorsal identity	regulation of branching involved in prostate gland morphogenesis
GO:0034464	8	GO:1990635	5	7	0.0413265306122449	3.93978220134728e-14	2.07342782319646	BBSome	proximal dendrite
GO:0032202	3	GO:1904357	8	7	0.0414540816326531	4.02524414395311e-14	2.07320685596531	telomere assembly	negative regulation of telomere maintenance via telomere lengthening
GO:0042813	12	GO:0070172	3	8	0.0979591836734694	1.92772594621988e-13	2.07315080041741	Wnt receptor activity	positive regulation of tooth mineralization
GO:0001665	5	GO:0009101	9	7	0.0416326530612245	4.14755287511064e-14	2.07289761551331	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	glycoprotein biosynthetic process
GO:0005757	5	GO:0046930	9	8	0.0982142857142857	1.96780909055737e-13	2.07276182897609	mitochondrial permeability transition pore complex	pore complex
GO:0004659	5	GO:0031314	6	7	0.0417857142857143	4.25490631071789e-14	2.07263265774341	prenyltransferase activity	extrinsic component of mitochondrial inner membrane
GO:0008118	2	GO:0017083	6	7	0.0417857142857143	4.25490631071787e-14	2.07263265774341	N-acetyllactosaminide alpha-2,3-sialyltransferase activity	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity
GO:0008118	2	GO:0046920	6	7	0.0417857142857143	4.25490631071787e-14	2.07263265774341	N-acetyllactosaminide alpha-2,3-sialyltransferase activity	alpha-(1->3)-fucosyltransferase activity
GO:0046930	10	GO:1990544	6	8	0.0983163265306122	1.98404473682325e-13	2.07260629910907	pore complex	mitochondrial ATP transmembrane transport
GO:0042813	12	GO:0060669	3	9	0.155102040816327	1.24512699759716e-13	2.07223834529712	Wnt receptor activity	embryonic placenta morphogenesis
GO:0042813	12	GO:1904861	7	9	0.155102040816327	1.24512699759716e-13	2.07223834529712	Wnt receptor activity	excitatory synapse assembly
GO:0034366	7	GO:0051838	6	8	0.0985714285714286	2.0251460484986e-13	2.07221762108876	spherical high-density lipoprotein particle	cytolysis by host of symbiont cells
GO:0008278	5	GO:0034421	3	7	0.0421683673469388	4.53374791349814e-14	2.07197068878767	cohesin complex	post-translational protein acetylation
GO:0008503	11	GO:1902857	6	8	0.0991326530612245	2.11819218736219e-13	2.07136326591756	benzodiazepine receptor activity	positive regulation of non-motile cilium assembly
GO:1902414	9	GO:1990131	4	8	0.0991836734693877	2.12683288998827e-13	2.07128564741849	protein localization to cell junction	Gtr1-Gtr2 GTPase complex
GO:0004993	9	GO:0015844	7	7	0.0426530612244898	4.90927349074491e-14	2.07113306590434	G protein-coupled serotonin receptor activity	monoamine transport
GO:0071034	1	GO:0101019	7	7	0.0428571428571429	5.04799999538828e-14	2.0707806733617	CUT catabolic process	nucleolar exosome (RNase complex)
GO:0019871	6	GO:1904045	7	7	0.0428826530612245	5.09624284327151e-14	2.07073663639576	sodium channel inhibitor activity	cellular response to aldosterone
GO:0031053	6	GO:0070578	4	7	0.0429081632653061	5.11738830700696e-14	2.07069260211802	primary miRNA processing	RISC-loading complex
GO:0000931	9	GO:0061511	1	7	0.0431632653061225	5.33300526087774e-14	2.07025240712026	gamma-tubulin ring complex	centriole elongation
GO:0042074	8	GO:0061303	8	8	0.1	2.26932695007147e-13	2.07004488595077	cell migration involved in gastrulation	cornea development in camera-type eye
GO:0048846	10	GO:0050925	2	7	0.0433673469387755	5.51105180413707e-14	2.06990044442948	axon extension involved in axon guidance	negative regulation of negative chemotaxis
GO:0060402	8	GO:2000311	13	9	0.156836734693878	1.37407078574526e-13	2.06988167790884	calcium ion transport into cytosol	regulation of AMPA receptor activity
GO:0042693	5	GO:0071837	10	7	0.0434183673469388	5.55634952705052e-14	2.06981248058321	muscle cell fate commitment	HMG box domain binding
GO:0006285	4	GO:0006287	9	7	0.043469387755102	5.60196542384058e-14	2.06972452746228	base-excision repair, AP site formation	base-excision repair, gap-filling
GO:0006431	2	GO:0106074	8	8	0.100408163265306	2.34364518318912e-13	2.06942530461962	methionyl-tRNA aminoacylation	aminoacyl-tRNA metabolism involved in translational fidelity
GO:0002161	8	GO:0006431	2	8	0.100408163265306	2.34364518318912e-13	2.06942530461962	aminoacyl-tRNA editing activity	methionyl-tRNA aminoacylation
GO:0004825	2	GO:0106074	8	8	0.100408163265306	2.34364518318912e-13	2.06942530461962	methionine-tRNA ligase activity	aminoacyl-tRNA metabolism involved in translational fidelity
GO:0002161	8	GO:0004825	2	8	0.100408163265306	2.34364518318912e-13	2.06942530461962	aminoacyl-tRNA editing activity	methionine-tRNA ligase activity
GO:0045295	8	GO:0106006	3	7	0.0437755102040816	5.88244692465015e-14	2.06919703382236	gamma-catenin binding	cytoskeletal protein-membrane anchor activity
GO:0020027	5	GO:0031720	8	7	0.0438775510204082	5.97857123872121e-14	2.0690212882933	hemoglobin metabolic process	haptoglobin binding
GO:0006937	8	GO:0014883	5	8	0.100765306122449	2.41040596302427e-13	2.06888360715887	regulation of muscle contraction	transition between fast and slow fiber
GO:0050732	4	GO:0061180	6	7	0.0440816326530612	6.17485753522333e-14	2.06866992563636	negative regulation of peptidyl-tyrosine phosphorylation	mammary gland epithelium development
GO:0008499	9	GO:0030259	6	8	0.100918367346939	2.43952161485905e-13	2.0686515755736	N-acetyl-beta-D-glucosaminide beta-(1,3)-galactosyltransferase activity	lipid glycosylation
GO:0004687	4	GO:0030049	10	8	0.101020408163265	2.45910202345142e-13	2.06849692930429	myosin light chain kinase activity	muscle filament sliding
GO:0045503	5	GO:0060285	12	8	0.101224489795918	2.49867443394109e-13	2.06818773619178	dynein light chain binding	cilium-dependent cell motility
GO:0005244	9	GO:0046902	9	8	0.10140306122449	2.53375472627985e-13	2.06791730089187	voltage-gated monoatomic ion channel activity	regulation of mitochondrial membrane permeability
GO:0034366	7	GO:0034447	2	7	0.0445918367346939	6.68985972621597e-14	2.06779226702895	spherical high-density lipoprotein particle	very-low-density lipoprotein particle clearance
GO:0001682	12	GO:0005849	6	10	0.215357142857143	4.86266029978925e-14	2.06768976694347	tRNA 5'-leader removal	mRNA cleavage factor complex
GO:0034382	3	GO:0060228	3	7	0.045	7.12790685372373e-14	2.0670909081789	chylomicron remnant clearance	phosphatidylcholine-sterol O-acyltransferase activator activity
GO:0002001	2	GO:0004022	9	7	0.0451020408163265	7.24117557568813e-14	2.06691567496525	renin secretion into blood stream	alcohol dehydrogenase (NAD+) activity
GO:0004022	9	GO:0035812	2	7	0.0451020408163265	7.24117557568813e-14	2.06691567496525	alcohol dehydrogenase (NAD+) activity	renal sodium excretion
GO:0008503	10	GO:0071420	4	7	0.0451020408163265	7.24117557568813e-14	2.06691567496525	benzodiazepine receptor activity	cellular response to histamine
GO:0042813	12	GO:2000051	4	9	0.159183673469388	1.56729114262727e-13	2.06670545128382	Wnt receptor activity	negative regulation of non-canonical Wnt signaling pathway
GO:0035519	5	GO:0043240	8	7	0.0454081632653061	7.59026631159598e-14	2.0663902305906	protein K29-linked ubiquitination	Fanconi anaemia nuclear complex
GO:0034464	8	GO:0051490	2	7	0.0454591836734694	7.64982534287378e-14	2.06630269372738	BBSome	negative regulation of filopodium assembly
GO:0090611	2	GO:1904903	6	7	0.045765306122449	8.01564431778524e-14	2.06577769550883	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	ESCRT III complex disassembly
GO:0071372	9	GO:0103068	4	8	0.102857142857143	2.83577000152632e-13	2.06571895082432	cellular response to follicle-stimulating hormone stimulus	leukotriene C4 gamma-glutamyl transferase activity
GO:0033700	9	GO:2001140	6	7	0.0460459183673469	8.3640234917469e-14	2.06529678257094	phospholipid efflux	positive regulation of phospholipid transport
GO:0034499	6	GO:0097422	5	7	0.0463010204081633	8.69189212185763e-14	2.06485986703944	late endosome to Golgi transport	tubular endosome
GO:0010706	4	GO:0060993	7	7	0.046530612244898	8.99631326121124e-14	2.06446686919783	ganglioside biosynthetic process via lactosylceramide	kidney morphogenesis
GO:0030892	6	GO:0034421	3	7	0.046530612244898	8.99631326121124e-14	2.06446686919783	mitotic cohesin complex	post-translational protein acetylation
GO:0004477	3	GO:0005542	6	7	0.046530612244898	8.99631326121124e-14	2.06446686919783	methenyltetrahydrofolate cyclohydrolase activity	folic acid binding
GO:0004487	3	GO:0005542	6	7	0.046530612244898	8.99631326121124e-14	2.06446686919783	methylenetetrahydrofolate dehydrogenase (NAD+) activity	folic acid binding
GO:0003906	9	GO:0009314	8	8	0.104081632653061	3.11398106290249e-13	2.06387289090328	DNA-(apurinic or apyrimidinic site) endonuclease activity	response to radiation
GO:0000177	12	GO:0010587	8	9	0.161326530612245	1.76432581605156e-13	2.06381758203174	cytoplasmic exosome (RNase complex)	miRNA catabolic process
GO:0051005	5	GO:0060230	4	7	0.0471428571428571	9.85307966014086e-14	2.06341992050832	negative regulation of lipoprotein lipase activity	lipoprotein lipase activator activity
GO:0030049	10	GO:0043462	3	8	0.104387755102041	3.18714355433643e-13	2.06341211316775	muscle filament sliding	regulation of ATP-dependent activity
GO:0000012	7	GO:0045008	7	7	0.0471938775510204	9.92752408150313e-14	2.06333274333492	single strand break repair	depyrimidination
GO:0099626	3	GO:1990454	8	7	0.0475	1.0384374326833e-13	2.06280990142719	voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels	L-type voltage-gated calcium channel complex
GO:0009086	2	GO:0046655	7	7	0.0480867346938776	1.13104338721317e-13	2.06180884578819	methionine biosynthetic process	folic acid metabolic process
GO:0000813	10	GO:0032511	7	9	0.162857142857143	1.91818535537676e-13	2.06176187382814	ESCRT I complex	late endosome to vacuole transport via multivesicular body sorting pathway
GO:0004022	9	GO:0050253	5	8	0.105816326530612	3.54875298199023e-13	2.06126570025862	alcohol dehydrogenase (NAD+) activity	retinyl-palmitate esterase activity
GO:0021846	5	GO:0042813	12	9	0.163265306122449	1.96116951625138e-13	2.06121467295195	cell proliferation in forebrain	Wnt receptor activity
GO:0042813	12	GO:0048864	3	9	0.163265306122449	1.96116951625138e-13	2.06121467295195	Wnt receptor activity	stem cell development
GO:0016558	8	GO:0032994	2	7	0.048469387755102	1.19516998127706e-13	2.06115673106506	protein import into peroxisome matrix	protein-lipid complex
GO:0042627	8	GO:2001140	6	7	0.048469387755102	1.19516998127706e-13	2.06115673106506	chylomicron	positive regulation of phospholipid transport
GO:0042813	12	GO:0060126	4	8	0.106122448979592	3.63073371903106e-13	2.06080658439262	Wnt receptor activity	somatotropin secreting cell differentiation
GO:0042813	12	GO:0140013	2	8	0.106122448979592	3.63073371903106e-13	2.06080658439262	Wnt receptor activity	meiotic nuclear division
GO:0031848	5	GO:0090656	7	7	0.0488265306122449	1.25780228393247e-13	2.06054862208184	protection from non-homologous end joining at telomere	t-circle formation
GO:0004526	10	GO:0006388	11	10	0.221428571428571	6.38593723936859e-14	2.06030907790892	ribonuclease P activity	tRNA splicing, via endonucleolytic cleavage and ligation
GO:0072557	2	GO:0140608	6	7	0.0491071428571429	1.30896314806401e-13	2.06007118154425	IPAF inflammasome complex	cysteine-type endopeptidase activator activity
GO:0006623	11	GO:0042058	8	8	0.106632653061224	3.77104125306575e-13	2.06004204004925	protein targeting to vacuole	regulation of epidermal growth factor receptor signaling pathway
GO:0006101	3	GO:0006102	5	7	0.0494387755102041	1.37171142375537e-13	2.05950734074557	citrate metabolic process	isocitrate metabolic process
GO:0005025	5	GO:0005114	7	7	0.0494387755102041	1.37171142375537e-13	2.05950734074557	transforming growth factor beta receptor activity, type I	type II transforming growth factor beta receptor binding
GO:0005026	5	GO:0005114	7	7	0.0494387755102041	1.37171142375537e-13	2.05950734074557	transforming growth factor beta receptor activity, type II	type II transforming growth factor beta receptor binding
GO:0005114	7	GO:0016361	5	7	0.0494387755102041	1.37171142375537e-13	2.05950734074557	type II transforming growth factor beta receptor binding	activin receptor activity, type I
GO:0005114	7	GO:0016362	5	7	0.0494387755102041	1.37171142375537e-13	2.05950734074557	type II transforming growth factor beta receptor binding	activin receptor activity, type II
GO:0000172	8	GO:0070901	2	7	0.0494897959183674	1.38158968219991e-13	2.05942063511166	ribonuclease MRP complex	mitochondrial tRNA methylation
GO:0000172	8	GO:0098795	1	7	0.0494897959183674	1.38154274269943e-13	2.05942063511166	ribonuclease MRP complex	global gene silencing by mRNA cleavage
GO:0001682	12	GO:0047035	6	10	0.22219387755102	6.60552447838122e-14	2.05938407561874	tRNA 5'-leader removal	testosterone dehydrogenase (NAD+) activity
GO:0071372	9	GO:1901750	6	8	0.107142857142857	3.91605361468763e-13	2.05927830517595	cellular response to follicle-stimulating hormone stimulus	leukotriene D4 biosynthetic process
GO:0036374	6	GO:0071372	9	8	0.107142857142857	3.91605361468763e-13	2.05927830517595	glutathione hydrolase activity	cellular response to follicle-stimulating hormone stimulus
GO:0000931	9	GO:1905832	7	8	0.107908163265306	4.14268738790381e-13	2.05813421687832	gamma-tubulin ring complex	positive regulation of spindle assembly
GO:0006896	8	GO:0044599	4	8	0.107984693877551	4.1659673585669e-13	2.05801990778681	Golgi to vacuole transport	AP-5 adaptor complex
GO:0006002	7	GO:0061729	2	7	0.0504591836734694	1.5811856505406e-13	2.05777520515414	fructose 6-phosphate metabolic process	GDP-D-mannose biosynthetic process from fructose-6-phosphate
GO:0034087	7	GO:0034421	3	7	0.0508928571428571	1.67816427268123e-13	2.05704030515065	establishment of mitotic sister chromatid cohesion	post-translational protein acetylation
GO:0003272	9	GO:0060996	11	8	0.108673469387755	4.38067400628149e-13	2.05699194028104	endocardial cushion formation	dendritic spine development
GO:0016045	8	GO:0072558	4	7	0.0510204081632653	1.70763758286101e-13	2.0568243005015	detection of bacterium	NLRP1 inflammasome complex
GO:1902305	7	GO:1904045	7	7	0.05125	1.7618060930463e-13	2.0564356550562	regulation of sodium ion transmembrane transport	cellular response to aldosterone
GO:0016558	8	GO:0140597	4	8	0.10905612244898	4.50407440600554e-13	2.05642147957876	protein import into peroxisome matrix	protein carrier chaperone
GO:0001921	8	GO:0008503	11	8	0.109489795918367	4.64758241603387e-13	2.0557755023529	positive regulation of receptor recycling	benzodiazepine receptor activity
GO:0034464	8	GO:1904390	4	7	0.0516581632653061	1.86173879777057e-13	2.05574524641779	BBSome	cone retinal bipolar cell differentiation
GO:1901386	3	GO:1990454	9	8	0.109821428571429	4.75999803840437e-13	2.05528190979919	negative regulation of voltage-gated calcium channel activity	L-type voltage-gated calcium channel complex
GO:0000172	8	GO:1990180	3	7	0.0519642857142857	1.93983376587238e-13	2.05522787324127	ribonuclease MRP complex	mitochondrial tRNA 3'-end processing
GO:0016024	13	GO:0047144	6	10	0.226173469387755	7.86021702157876e-14	2.05459309184603	CDP-diacylglycerol biosynthetic process	2-acylglycerol-3-phosphate O-acyltransferase activity
GO:0000814	3	GO:0046755	4	7	0.0525	2.08325041662544e-13	2.05432336212533	ESCRT II complex	viral budding
GO:0060230	4	GO:1905920	5	7	0.0527551020408163	2.15466995441884e-13	2.05389304085716	lipoprotein lipase activator activity	positive regulation of CoA-transferase activity
GO:0006538	3	GO:0019240	4	7	0.0528061224489796	2.16920231422597e-13	2.05380700740003	glutamate catabolic process	citrulline biosynthetic process
GO:0042487	4	GO:0048263	5	7	0.0528061224489796	2.16920231422601e-13	2.05380700740003	regulation of odontogenesis of dentin-containing tooth	determination of dorsal identity
